Constraint;Quality-Measure;Mean;Geometric-Mean;Variance;Population-variance;Standard-Deviation;Max;Min
AtMostOne(Receive Claim);Recall;0.0019455252918287945;0.0;0.0019455252918287942;0.0019417402231676486;0.044108109139123094;1.0;0.0
AtMostOne(Receive Claim);Lovinger;NaN;NaN;NaN;NaN;NaN;1.401298464324817E-45;1.401298464324817E-45
AtMostOne(Receive Claim);Specificity;0.0019455252918287945;0.0;0.0019455252918287942;0.0019417402231676486;0.044108109139123094;1.0;0.0
AtMostOne(Receive Claim);Accuracy;0.0019455252918287945;0.0;0.0019455252918287942;0.0019417402231676486;0.044108109139123094;1.0;0.0
AtMostOne(Receive Claim);Lift;NaN;NaN;NaN;NaN;NaN;9.999999046325684;9.999999046325684
AtMostOne(Receive Claim);Leverage;NaN;NaN;NaN;NaN;NaN;0.9900000095367432;0.9900000095367432
AtMostOne(Receive Claim);Compliance;1.0;1.0;0.0;0.0;0.0;1.0;1.0
AtMostOne(Receive Claim);Odds Ratio;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
AtMostOne(Receive Claim);Gini Index;NaN;NaN;NaN;NaN;NaN;0.18000002205371857;0.18000002205371857
AtMostOne(Receive Claim);Certainty factor;NaN;NaN;NaN;NaN;NaN;1.0;1.0
AtMostOne(Receive Claim);Coverage;1.9455253208193747E-4;0.0;1.945525349809965E-5;1.9417402810360155E-5;0.004410810979638512;0.10000000149011612;0.0
AtMostOne(Receive Claim);Prevalence;0.998249027240253;0.9955302815515448;0.0015758754811630153;0.0015728095755576396;0.03969729815948455;1.0;0.10000000149011612
AtMostOne(Receive Claim);Added Value;NaN;NaN;NaN;NaN;NaN;0.8999999761581421;0.8999999761581421
AtMostOne(Receive Claim);Relative Risk;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
AtMostOne(Receive Claim);Jaccard;0.0019455252918287945;0.0;0.0019455252918287942;0.0019417402231676486;0.044108109139123094;1.0;0.0
AtMostOne(Receive Claim);Ylue Q;NaN;NaN;NaN;NaN;NaN;1.0;1.0
AtMostOne(Receive Claim);Ylue Y;NaN;NaN;NaN;NaN;NaN;1.0;1.0
AtMostOne(Receive Claim);Klosgen;NaN;NaN;NaN;NaN;NaN;0.2846049964427948;0.2846049964427948
AtMostOne(Receive Claim);Conviction;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
AtMostOne(Receive Claim);Interestingness Weighting Dependency;NaN;NaN;NaN;NaN;NaN;0.9899998307228088;0.9899998307228088
AtMostOne(Receive Claim);Collective Strength;NaN;NaN;NaN;NaN;NaN;-2.4146347045898438;-2.4146347045898438
AtMostOne(Receive Claim);Laplace Correction;0.5003242542539588;0.500279924731592;5.404238210217235E-5;5.3937241280961894E-5;0.007351352399536588;0.6666666865348816;0.5
AtMostOne(Receive Claim);J Measure;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Receive Claim);One-way Support;NaN;NaN;NaN;NaN;NaN;3.321928024291992;3.321928024291992
AtMostOne(Receive Claim);Two-way Support;NaN;NaN;NaN;NaN;NaN;0.3321928083896637;0.3321928083896637
AtMostOne(Receive Claim);Two-way Support Variation;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Receive Claim);Linear Correlation Coefficient;NaN;NaN;NaN;NaN;NaN;1.0;1.0
AtMostOne(Receive Claim);Piatetsky-Shapiro;1.7509728322233204E-4;0.0;1.575875611620656E-5;1.5728097057614718E-5;0.003969729980263967;0.09000000357627869;0.0
AtMostOne(Receive Claim);Cosine;NaN;NaN;NaN;NaN;NaN;1.0;1.0
AtMostOne(Receive Claim);Information Gain;NaN;NaN;NaN;NaN;NaN;2.3025848865509033;2.3025848865509033
AtMostOne(Receive Claim);Sebag-Schoenauer;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
AtMostOne(Receive Claim);Least Contradiction;0.0019455252918287945;0.0;0.0019455252918287942;0.0019417402231676486;0.044108109139123094;1.0;0.0
AtMostOne(Receive Claim);Odd Multiplier;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
AtMostOne(Receive Claim);Example and Counterexample Rate;NaN;NaN;NaN;NaN;NaN;1.0;1.0
AtMostOne(Receive Claim);Zhang;NaN;NaN;NaN;NaN;NaN;1.0000001192092896;1.0000001192092896
Init(Receive Claim);Support;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Init(Receive Claim);Confidence;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Init(Receive Claim);Recall;NaN;NaN;NaN;NaN;NaN;0.0;0.0
Init(Receive Claim);Lovinger;1.945525755678169E-4;0.0;1.945526219527657E-5;1.9417411490616497E-5;0.0044108119655315815;0.10000002384185791;0.0
Init(Receive Claim);Specificity;0.9997838306519773;0.9997708765229291;2.401880213064929E-5;2.397207294362468E-5;0.004900898094293462;1.0;0.888888955116272
Init(Receive Claim);Accuracy;0.8186500254540132;0.8157908595834545;0.00466041832998339;0.004651351368251904;0.06826725664609198;0.8888888955116272;0.6666666865348816
Init(Receive Claim);Lift;NaN;NaN;NaN;NaN;NaN;0.0;0.0
Init(Receive Claim);Leverage;-1.945525429534078E-5;NaN;1.9455255672393697E-7;1.941740498042406E-7;4.410811226111779E-4;0.0;-0.010000000707805157
Init(Receive Claim);Compliance;0.8188445772178445;0.8159778184595796;0.0046726028233204505;0.00466351215634901;0.06835643951611618;0.8999999761581421;0.6666666269302368
Init(Receive Claim);Odds Ratio;NaN;NaN;NaN;NaN;NaN;0.0;0.0
Init(Receive Claim);Gini Index;4.3282423943918965E-6;NaN;9.608638557439613E-9;9.589944708106071E-9;9.802366325250048E-5;0.00222235475666821;-1.4901161193847656E-8
Init(Receive Claim);Certainty factor;-2.1616949297574694E-4;NaN;2.401883434240326E-5;2.3972105092709868E-5;0.0049009013806037005;0.0;-0.111111119389534
Init(Receive Claim);Coverage;0.1811554266379038;0.16785756006903088;0.004672602283089285;0.004663511617168878;0.0683564355645413;0.3333333432674408;0.10000000149011612
Init(Receive Claim);Prevalence;1.9455253208193747E-4;0.0;1.945525349809965E-5;1.9417402810360155E-5;0.004410810979638512;0.10000000149011612;0.0
Init(Receive Claim);Added Value;-1.9455253208193747E-4;NaN;1.945525349809965E-5;1.9417402810360155E-5;0.004410810979638512;0.0;-0.10000000149011612
Init(Receive Claim);Relative Risk;NaN;NaN;NaN;NaN;NaN;0.0;0.0
Init(Receive Claim);Jaccard;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Init(Receive Claim);Ylue Q;NaN;NaN;NaN;NaN;NaN;-1.0;-1.0
Init(Receive Claim);Ylue Y;NaN;NaN;NaN;NaN;NaN;-1.0;-1.0
Init(Receive Claim);Klosgen;NaN;NaN;NaN;NaN;NaN;-0.0;-0.0
Init(Receive Claim);Conviction;0.9998054474244322;0.9997950394077815;1.9455262195276635E-5;1.9417411490616565E-5;0.0044108119655315884;1.0;0.8999999761581421
Init(Receive Claim);Interestingness Weighting Dependency;NaN;NaN;NaN;NaN;NaN;-0.0;-0.0
Init(Receive Claim);Collective Strength;3.396203187267806E38;2.8664906363550512E38;2.252764113498522E74;2.2483813039391865E74;1.5009210883649153E37;3.4028234663852886E38;1.7560994625091553
Init(Receive Claim);Laplace Correction;0.3333333432674408;0.33333334326743985;0.0;0.0;0.0;0.3333333432674408;0.3333333432674408
Init(Receive Claim);J Measure;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Init(Receive Claim);One-way Support;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Init(Receive Claim);Two-way Support;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Init(Receive Claim);Two-way Support Variation;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Init(Receive Claim);Linear Correlation Coefficient;NaN;NaN;NaN;NaN;NaN;-0.111111119389534;-0.111111119389534
Init(Receive Claim);Piatetsky-Shapiro;-1.945525429534078E-5;NaN;1.9455255672393697E-7;1.941740498042406E-7;4.410811226111779E-4;0.0;-0.010000000707805157
Init(Receive Claim);Cosine;NaN;NaN;NaN;NaN;NaN;0.0;0.0
Init(Receive Claim);Information Gain;NaN;NaN;NaN;NaN;NaN;1.401298464324817E-45;1.401298464324817E-45
Init(Receive Claim);Sebag-Schoenauer;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Init(Receive Claim);Least Contradiction;-0.0019455252918287945;NaN;0.0019455252918287942;0.0019417402231676486;0.044108109139123094;1.401298464324817E-45;-1.0
Init(Receive Claim);Odd Multiplier;NaN;NaN;NaN;NaN;NaN;0.0;0.0
Init(Receive Claim);Example and Counterexample Rate;1.401298464324817E-45;1.4012984643243482E-45;0.0;0.0;0.0;1.401298464324817E-45;1.401298464324817E-45
Init(Receive Claim);Zhang;NaN;NaN;NaN;NaN;NaN;-1.0;-1.0
AtMostOne(Start Claim);Support;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AtMostOne(Start Claim);Confidence;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Recall;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AtMostOne(Start Claim);Lovinger;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Specificity;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AtMostOne(Start Claim);Accuracy;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AtMostOne(Start Claim);Lift;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Leverage;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Compliance;1.0;1.0;0.0;0.0;0.0;1.0;1.0
AtMostOne(Start Claim);Odds Ratio;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Gini Index;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Certainty factor;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Coverage;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AtMostOne(Start Claim);Prevalence;1.0;1.0;0.0;0.0;0.0;1.0;1.0
AtMostOne(Start Claim);Added Value;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Relative Risk;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Jaccard;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AtMostOne(Start Claim);Ylue Q;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Ylue Y;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Klosgen;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Conviction;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Interestingness Weighting Dependency;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Collective Strength;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Laplace Correction;0.5;0.4999999999999992;0.0;0.0;0.0;0.5;0.5
AtMostOne(Start Claim);J Measure;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);One-way Support;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Two-way Support;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Two-way Support Variation;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Linear Correlation Coefficient;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Piatetsky-Shapiro;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AtMostOne(Start Claim);Cosine;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Information Gain;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Sebag-Schoenauer;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Least Contradiction;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AtMostOne(Start Claim);Odd Multiplier;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Example and Counterexample Rate;NaN;NaN;NaN;NaN;NaN;NaN;NaN
AtMostOne(Start Claim);Zhang;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Support;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Confidence;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Recall;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Lovinger;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Specificity;1.0;1.0;0.0;0.0;0.0;1.0;1.0
Participation(Start Claim);Accuracy;0.8188445779136181;0.815977819311184;0.004672602611144754;0.004663511944586107;0.06835643796413586;0.8999999761581421;0.6666666865348816
Participation(Start Claim);Lift;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Leverage;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Compliance;0.8188445772178445;0.8159778184595796;0.0046726028233204505;0.00466351215634901;0.06835643951611618;0.8999999761581421;0.6666666269302368
Participation(Start Claim);Odds Ratio;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Gini Index;4.5515219988989935E-9;NaN;3.507904258675993E-17;3.5010795422194245E-17;5.922756333562941E-9;2.9802322387695312E-8;-2.2351741790771484E-8
Participation(Start Claim);Certainty factor;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Coverage;0.1811554266379038;0.16785756006903088;0.004672602283089285;0.004663511617168878;0.0683564355645413;0.3333333432674408;0.10000000149011612
Participation(Start Claim);Prevalence;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Added Value;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Relative Risk;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Jaccard;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Ylue Q;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Ylue Y;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Klosgen;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Conviction;1.0;1.0;0.0;0.0;0.0;1.0;1.0
Participation(Start Claim);Interestingness Weighting Dependency;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Collective Strength;3.4028234663852886E38;3.4028234663859614E38;0.0;0.0;0.0;3.4028234663852886E38;3.4028234663852886E38
Participation(Start Claim);Laplace Correction;0.3333333432674408;0.33333334326743985;0.0;0.0;0.0;0.3333333432674408;0.3333333432674408
Participation(Start Claim);J Measure;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);One-way Support;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Two-way Support;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Two-way Support Variation;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Linear Correlation Coefficient;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Piatetsky-Shapiro;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Cosine;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Information Gain;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Sebag-Schoenauer;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Participation(Start Claim);Least Contradiction;1.401298464324817E-45;1.4012984643243482E-45;0.0;0.0;0.0;1.401298464324817E-45;1.401298464324817E-45
Participation(Start Claim);Odd Multiplier;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Participation(Start Claim);Example and Counterexample Rate;1.401298464324817E-45;1.4012984643243482E-45;0.0;0.0;0.0;1.401298464324817E-45;1.401298464324817E-45
Participation(Start Claim);Zhang;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Succession(Accept Claim,Execute Payment);Support;0.21335387113957088;0.0;0.04873718477112546;0.0486423653455007;0.22076499897204144;0.4444444477558136;0.0
Succession(Accept Claim,Execute Payment);Confidence;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Recall;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Lovinger;NaN;NaN;NaN;NaN;NaN;1.401298464324817E-45;1.401298464324817E-45
Succession(Accept Claim,Execute Payment);Specificity;1.0;1.0;0.0;0.0;0.0;1.0;1.0
Succession(Accept Claim,Execute Payment);Accuracy;1.0;1.0;0.0;0.0;0.0;1.0;1.0
Succession(Accept Claim,Execute Payment);Lift;NaN;NaN;NaN;NaN;NaN;2.999999761581421;2.25
Succession(Accept Claim,Execute Payment);Leverage;NaN;NaN;NaN;NaN;NaN;0.8888888955116272;0.8024691343307495
Succession(Accept Claim,Execute Payment);Compliance;1.0;1.0;0.0;0.0;0.0;1.0;1.0
Succession(Accept Claim,Execute Payment);Odds Ratio;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
Succession(Accept Claim,Execute Payment);Gini Index;NaN;NaN;NaN;NaN;NaN;0.4938271641731262;0.4444444477558136
Succession(Accept Claim,Execute Payment);Certainty factor;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Coverage;0.21335387113957088;0.0;0.04873718477112546;0.0486423653455007;0.22076499897204144;0.4444444477558136;0.0
Succession(Accept Claim,Execute Payment);Prevalence;0.21335387113957088;0.0;0.04873718477112546;0.0486423653455007;0.22076499897204144;0.4444444477558136;0.0
Succession(Accept Claim,Execute Payment);Added Value;NaN;NaN;NaN;NaN;NaN;0.6666666269302368;0.5555555820465088
Succession(Accept Claim,Execute Payment);Relative Risk;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
Succession(Accept Claim,Execute Payment);Jaccard;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Ylue Q;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Ylue Y;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Klosgen;NaN;NaN;NaN;NaN;NaN;0.38490015268325806;0.37037038803100586
Succession(Accept Claim,Execute Payment);Conviction;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
Succession(Accept Claim,Execute Payment);Interestingness Weighting Dependency;NaN;NaN;NaN;NaN;NaN;0.8888887763023376;0.8024691343307495
Succession(Accept Claim,Execute Payment);Collective Strength;NaN;NaN;NaN;NaN;NaN;-3.170731544494629;-3.2352943420410156
Succession(Accept Claim,Execute Payment);Laplace Correction;0.6601167222637145;0.6392854276144416;0.027444557532531194;0.027391163451728606;0.165663989848522;0.8333333134651184;0.5
Succession(Accept Claim,Execute Payment);J Measure;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Succession(Accept Claim,Execute Payment);One-way Support;NaN;NaN;NaN;NaN;NaN;1.5849623680114746;1.1699249744415283
Succession(Accept Claim,Execute Payment);Two-way Support;NaN;NaN;NaN;NaN;NaN;0.5306390523910522;0.5199666619300842
Succession(Accept Claim,Execute Payment);Two-way Support Variation;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Succession(Accept Claim,Execute Payment);Linear Correlation Coefficient;NaN;NaN;NaN;NaN;NaN;1.0;0.9999999403953552
Succession(Accept Claim,Execute Payment);Piatetsky-Shapiro;0.11919163210962533;0.0;0.015158533187216348;0.015129041877513594;0.12311999507479014;0.2469135820865631;0.0
Succession(Accept Claim,Execute Payment);Cosine;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Information Gain;NaN;NaN;NaN;NaN;NaN;1.0986121892929077;0.8109301924705505
Succession(Accept Claim,Execute Payment);Sebag-Schoenauer;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
Succession(Accept Claim,Execute Payment);Least Contradiction;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Odd Multiplier;NaN;NaN;NaN;NaN;NaN;3.4028234663852886E38;3.4028234663852886E38
Succession(Accept Claim,Execute Payment);Example and Counterexample Rate;NaN;NaN;NaN;NaN;NaN;1.0;1.0
Succession(Accept Claim,Execute Payment);Zhang;NaN;NaN;NaN;NaN;NaN;1.0;0.9999999403953552
Succession(Accept Claim,Payment Order);Support;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Succession(Accept Claim,Payment Order);Confidence;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Succession(Accept Claim,Payment Order);Recall;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Succession(Accept Claim,Payment Order);Lovinger;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Succession(Accept Claim,Payment Order);Specificity;1.0;1.0;0.0;0.0;0.0;1.0;1.0
Succession(Accept Claim,Payment Order);Accuracy;0.7641482997961081;0.7637920549702993;5.238720076333231E-4;5.228528013927913E-4;0.02288825042752991;0.800000011920929;0.6666666865348816
Succession(Accept Claim,Payment Order);Lift;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Succession(Accept Claim,Payment Order);Leverage;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Succession(Accept Claim,Payment Order);Compliance;0.7641482981726351;0.763792053110306;5.238723247679097E-4;5.228531179103846E-4;0.022888257355419387;0.800000011920929;0.6666666269302368
Succession(Accept Claim,Payment Order);Odds Ratio;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Succession(Accept Claim,Payment Order);Gini Index;8.784147552015264E-9;0.0;6.595688625220181E-17;6.582856546182788E-17;8.121384503408382E-9;2.9802322387695312E-8;0.0
Succession(Accept Claim,Payment Order);Certainty factor;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Succession(Accept Claim,Payment Order);Coverage;0.23585170898803937;0.23483921074061667;5.238719019818406E-4;5.228526959468565E-4;0.022888248119544683;0.3333333432674408;0.20000000298023224
Succession(Accept Claim,Payment Order);Prevalence;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Succession(Accept Claim,Payment Order);Added Value;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Succession(Accept Claim,Payment Order);Relative Risk;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Succession(Accept Claim,Payment Order);Jaccard;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Succession(Accept Claim,Payment Order);Ylue Q;NaN;NaN;NaN;NaN;NaN;NaN;NaN
Succession(Accept Claim,Payment Order);Ylue Y;NaN;NaN;NaN;NaN;NaN;NaN;NaN
